"縣市名稱","鄉鎮名稱","段號名稱","小段名稱","母號","子號","分號","面積(㎡)","使用單位名稱","使用部門名稱","使用分部名稱","使用分區名稱","使用地類名稱"
"高雄市","大寮區","大寮","芎蕉腳","1161","0004","000","19","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","大寮","芎蕉腳","1178","0002","000","520","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","大寮","芎蕉腳","1715","0000","000","360","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0002","005","229","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0006","003","282","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0010","000","266","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0013","000","253","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0022","000","171","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0026","000","139","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0034","000","144","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0037","000","511","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0038","000","80","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0264","0039","000","25","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0304","0005","000","30","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0304","0006","000","120","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","赤崁",,"0304","0013","000","45","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁",,"0678","0006","000","70","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","赤崁","潮州寮","0863","0011","001","3176","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","4259","0000","001","362","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","4259","0001","001","5","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","赤崁","潮州寮","4858","0000","000","1420","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","4859","0000","001","139.5","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","4859","0001","000","197","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","赤崁","潮州寮","4859","0002","000","271","高雄區處","高雄資產課","高雄資產課","公園        ","無"
"高雄市","大寮區","赤崁","潮州寮","4859","0003","000","296","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","5519","0000","005","115","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","5871","0000","000","702","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","5883","0000","000","2387","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","5884","0000","000","2372","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","5885","0000","000","1115","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","7075","0001","000","1728","高雄區處","高雄資產課","高雄資產課","工業區       ","無"
"高雄市","大寮區","赤崁","潮州寮","7075","0002","000","4","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0001","0000","009","386","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0002","0000","000","29","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0003","0000","000","183","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0004","0000","007","530","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0008","0000","005","1520","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0009","0000","005","757","高雄區處","高雄資產課","高雄資產課","未定區       ","無"
"高雄市","大寮區","會社",,"0010","0000","015","27","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0010","0000","016","99","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0011","0000","030","824","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0011","0000","031","486","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0013","0000","005","224","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0013","0001","001","511","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","會社",,"0014","0000","001","952","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0014","0001","001","878","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0014","0002","000","333","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0016","0000","000","1807","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0017","0000","000","122","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0018","0000","000","901","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0018","0001","000","102","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0022","0000","000","7","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0024","0000","000","895","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","會社",,"0051","0005","000","111","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0057","0000","000","17","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0000","000","229","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0001","000","168","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0002","000","112","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0003","000","95","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0004","000","94","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0005","000","90","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0006","000","87","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0007","000","73","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0008","000","68","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0009","000","67","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0010","000","67","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0011","000","66","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0012","000","65","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0013","000","65","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0014","000","60","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0015","000","63","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0016","000","58","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0017","000","60","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0018","000","57","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0019","000","129","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0020","000","67","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0021","000","61","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0022","000","63","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0023","000","58","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0024","000","58","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0025","000","57","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0026","000","52","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0063","0027","000","47","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0082","0000","000","41","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0082","0001","000","3","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0082","0002","000","1","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0110","0000","000","114","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0135","0000","002","27","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0136","0000","000","136","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0137","0000","000","21","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0138","0000","000","80","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0139","0000","000","71","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0140","0000","000","4","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0141","0000","000","20","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0142","0000","001","371","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0143","0000","000","59","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0144","0000","000","139","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0145","0000","000","4","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0156","0001","000","414","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0203","0002","000","65","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0204","0000","000","26","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0209","0000","000","109","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0211","0000","000","275","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0212","0000","000","354","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0214","0000","000","204","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0215","0002","000","1181","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0232","0000","000","141","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0233","0000","000","6","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","會社",,"0234","0000","000","19","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0235","0000","000","21","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0236","0000","000","239","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0237","0000","000","56","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0238","0000","000","346","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0239","0000","001","139","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0240","0000","001","124","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0241","0000","002","91","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0243","0000","000","25","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0246","0000","000","526","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0247","0000","000","202","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0248","0000","000","632","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0249","0000","000","1011","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0252","0000","000","2","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0258","0000","000","48","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0266","0000","001","808","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0267","0000","000","114","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0268","0000","000","50","高雄區處","高雄資產課","高雄資產課","市場保留地     ","無"
"高雄市","大寮區","會社",,"0269","0000","000","6","高雄區處","高雄資產課","高雄資產課","市場保留地     ","無"
"高雄市","大寮區","會社",,"0367","0000","000","125","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0368","0000","000","17","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0432","0000","000","8","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","會社",,"0533","0000","003","1382","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0537","0000","000","30","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","會社",,"0548","0000","000","3","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","永芳",,"0002","0004","000","53","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","永芳",,"0004","0007","000","112","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","永芳",,"0004","0031","001","617","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","永芳",,"0005","0006","000","40","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","永芳",,"0081","0000","000","116","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","永芳",,"0081","0001","000","131","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","永芳",,"0135","0002","000","43","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","永芳",,"0136","0002","000","257","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","永芳",,"0137","0002","000","84","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","永芳",,"0168","0000","000","1","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","永芳",,"0238","0000","000","193","高雄區處","高雄資產課","高雄資產課","商業區       ","無"
"高雄市","大寮區","永芳",,"0306","0000","002","268","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","永芳",,"0361","0000","000","1279","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","永芳",,"0366","0000","000","766","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","永芳",,"0373","0000","000","912","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","永芳",,"0374","0000","000","598","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","永芳",,"0413","0000","000","26","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","永芳",,"0414","0000","001","39.73","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","永芳",,"1005","0000","000","129","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","內厝",,"0073","0005","000","7","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0073","0009","000","8","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0077","0000","000","74","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0078","0000","000","17","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0082","0000","000","86","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0083","0000","000","24","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0084","0000","000","348","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0085","0000","000","1245","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0086","0000","000","204","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0087","0000","000","20","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0094","0000","000","80","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0095","0000","000","1286","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0096","0000","000","92","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0097","0000","000","63","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0100","0000","000","312","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0101","0000","000","1898","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0102","0000","000","192","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0104","0000","001","19","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0105","0000","002","3","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0106","0000","000","310","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","內厝",,"0132","0000","000","153","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","水源",,"0080","0000","007","20.24","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","內湖",,"0003","0001","000","37","高雄區處","高雄資產課","高雄資產課","鐵路用地      ","無"
"高雄市","大寮區","義和",,"0034","0000","000","33.13","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","義和",,"0929","0000","000","233.35","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","義和",,"0955","0000","000","313.51","高雄區處","高雄資產課","高雄資產課","保護區       ","無"
"高雄市","大寮區","義和",,"0956","0000","000","776.59","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","義堂",,"0117","0000","000","72.24","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","義堂",,"0118","0000","000","65.05","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","昭明",,"0278","0000","000","215.66","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","昭明",,"0325","0000","001","85.56","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0150","0000","001","26.55","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","溪寮",,"0151","0000","001","7.84","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0164","0000","000","24.42","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0165","0000","005","290.13","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0166","0000","000","80.53","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0173","0000","003","28.1","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0815","0000","000","93.58","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0816","0000","000","343.94","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0817","0000","000","63.53","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0818","0000","000","2.14","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0819","0000","003","258.95","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0819","0001","001","6.84","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0821","0000","002","7.28","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0822","0000","002","62.13","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0823","0000","002","226.19","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0828","0000","001","8.78","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0829","0000","001","253.86","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0831","0000","002","5.53","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0832","0000","008","1234.72","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0833","0000","001","138.47","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0833","0001","001","36.59","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0834","0000","000","61.56","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0837","0000","000","17.54","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0840","0000","000","7.57","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0841","0000","000","203.83","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","溪寮",,"0841","0001","000","3.04","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","溪寮",,"0842","0000","002","403.1","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","翁園",,"0850","0000","000","61.3","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","翁園",,"1064","0000","002","89.64","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","翁園",,"1068","0000","001","316.25","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","翁園",,"1068","0001","000","0.82","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","仁德",,"0084","0000","000","262.7","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","後壁寮",,"0202","0000","000","146.37","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","後壁寮",,"0202","0001","000","191.77","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","後壁寮",,"0202","0002","000","2.65","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","邱厝坪",,"0554","0000","000","94.42","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","水廠",,"0150","0000","000","137.36","高雄區處","高雄資產課","高雄資產課","農業區       ","無"
"高雄市","大寮區","潮寮北",,"0131","0000","002","28.41","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0132","0000","001","99.38","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0133","0000","002","395.51","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0134","0000","006","626.33","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0138","0000","001","155.8","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0139","0000","005","858.02","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0140","0000","003","180.05","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0142","0000","001","6.44","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0143","0000","001","217.43","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0144","0000","005","108.98","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0148","0000","001","340.97","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0149","0000","001","218.57","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0150","0000","001","9.36","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0151","0000","002","4.64","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0152","0000","002","148.47","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0153","0000","002","1.65","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0154","0000","002","42.24","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0155","0000","003","338.07","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0159","0000","003","0.57","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
"高雄市","大寮區","潮寮北",,"0160","0000","003","25.71","高雄區處","高雄資產課","高雄資產課","道路        ","無"
"高雄市","大寮區","潮寮北",,"0161","0000","004","68.47","高雄區處","高雄資產課","高雄資產課","住宅區       ","無"
