"縣市名稱","鄉鎮名稱","段號名稱","小段名稱","母號","子號","分號","面積(㎡)","使用單位名稱","使用部門名稱","使用分部名稱","使用分區名稱","使用地類名稱"
"臺中市","南屯區","春社",,"0744","0000","000","298","中彰區處","月眉資產課","月眉資產課","農業區       ","無"
"臺中市","南屯區","春安",,"0010","0000","000","479","中彰區處","月眉資產課","月眉資產課","住宅區       ","無"
"臺中市","南屯區","春安",,"0012","0000","002","108","中彰區處","月眉資產課","月眉資產課","住宅區       ","無"
"臺中市","南屯區","春安",,"0012","0002","001","200","中彰區處","月眉資產課","月眉資產課","道路        ","無"
"臺中市","南屯區","春安",,"0012","0003","000","3031","中彰區處","月眉資產課","月眉資產課","住宅區       ","無"
"臺中市","南屯區","春安",,"0012","0004","002","90","中彰區處","月眉資產課","月眉資產課","住宅區       ","無"
"臺中市","南屯區","春安",,"0012","0004","003","673","中彰區處","月眉資產課","月眉資產課","住宅區       ","無"
"臺中市","南屯區","春安",,"0031","0000","003","455","中彰區處","月眉資產課","月眉資產課","道路        ","無"
"臺中市","南屯區","春安",,"0034","0000","002","61","中彰區處","月眉資產課","月眉資產課","學校        ","無"
"臺中市","南屯區","春安",,"0034","0000","003","69","中彰區處","月眉資產課","月眉資產課","學校        ","無"
